path,text,label_encoded
YAF_neutral/YAF_bite_neutral.wav,say the word bite,4
OAF_disgust/OAF_book_disgust.wav,say the word book,1
OAF_Sad/OAF_dog_sad.wav,say the word dog,6
YAF_happy/YAF_fail_happy.wav,say the word fail,3
OAF_Fear/OAF_puff_fear.wav,say the word puff,2
OAF_Fear/OAF_take_fear.wav,say the word take,2
OAF_neutral/OAF_bone_neutral.wav,say the word bone,4
OAF_disgust/OAF_bought_disgust.wav,say the word bought,1
OAF_neutral/OAF_dodge_neutral.wav,say the word dodge,4
OAF_neutral/OAF_keen_neutral.wav,say the word keen,4
OAF_neutral/OAF_keep_neutral.wav,say the word keep,4
YAF_fear/YAF_knock_fear.wav,say the word knock,2
YAF_angry/YAF_when_angry.wav,say the word when,0
OAF_Pleasant_surprise/OAF_check_ps.wav,say the word check,5
OAF_Pleasant_surprise/OAF_hush_ps.wav,say the word hush,5
OAF_neutral/OAF_met_neutral.wav,say the word met,4
OAF_neutral/OAF_tell_neutral.wav,say the word tell,4
OAF_neutral/OAF_voice_neutral.wav,say the word voice,4
OAF_angry/OAF_chain_angry.wav,say the word chain,0
YAF_disgust/YAF_rat_disgust.wav,say the word rat,1
OAF_Sad/OAF_choice_sad.wav,say the word choice,6
OAF_Pleasant_surprise/OAF_pass_ps.wav,say the word pass,5
YAF_sad/YAF_lease_sad.wav,say the word lease,6
YAF_happy/YAF_ring_happy.wav,say the word ring,3
OAF_angry/OAF_page_angry.wav,say the word page,0
OAF_happy/OAF_shout_happy.wav,say the word shout,3
YAF_neutral/YAF_numb_neutral.wav,say the word numb,4
OAF_neutral/OAF_reach_neutral.wav,say the word reach,4
OAF_Pleasant_surprise/OAF_take_ps.wav,say the word take,5
YAF_angry/YAF_should_angry.wav,say the word should,0
OAF_Fear/OAF_soup_fear.wav,say the word soup,2
OAF_angry/OAF_chair_angry.wav,say the word chair,0
YAF_pleasant_surprised/YAF_thought_ps.wav,say the word thought,5
YAF_disgust/YAF_mess_disgust.wav,say the word mess,1
YAF_neutral/YAF_jail_neutral.wav,say the word jail,4
YAF_disgust/YAF_size_disgust.wav,say the word size,1
OAF_angry/OAF_vine_angry.wav,say the word vine,0
OAF_Pleasant_surprise/OAF_bone_ps.wav,say the word bone,5
YAF_fear/YAF_lease_fear.wav,say the word lease,2
OAF_happy/OAF_bath_happy.wav,say the word bath,3
YAF_happy/YAF_sell_happy.wav,say the word sell,3
YAF_pleasant_surprised/YAF_raise_ps.wav,say the word raise,5
OAF_neutral/OAF_cause_neutral.wav,say the word cause,4
YAF_angry/YAF_chain_angry.wav,say the word chain,0
YAF_neutral/YAF_met_neutral.wav,say the word met,4
YAF_disgust/YAF_goose_disgust.wav,say the word goose,1
YAF_fear/YAF_numb_fear.wav,say the word numb,2
OAF_Fear/OAF_sell_fear.wav,say the word sell,2
OAF_Sad/OAF_knock_sad.wav,say the word knock,6
OAF_neutral/OAF_fall_neutral.wav,say the word fall,4
YAF_angry/YAF_mob_angry.wav,say the word mob,0
YAF_disgust/YAF_date_disgust.wav,say the word date,1
OAF_angry/OAF_such_angry.wav,say the word such,0
YAF_angry/YAF_fail_angry.wav,say the word fail,0
YAF_sad/YAF_met_sad.wav,say the word met,6
YAF_fear/YAF_germ_fear.wav,say the word germ,2
OAF_happy/OAF_young_happy.wav,say the word young,3
YAF_happy/YAF_limb_happy.wav,say the word limb,3
YAF_sad/YAF_soup_sad.wav,say the word soup,6
OAF_disgust/OAF_thought_disgust.wav,say the word thought,1
YAF_angry/YAF_choice_angry.wav,say the word choice,0
YAF_disgust/YAF_pick_disgust.wav,say the word pick,1
YAF_fear/YAF_mill_fear.wav,say the word mill,2
YAF_pleasant_surprised/YAF_check_ps.wav,say the word check,5
YAF_sad/YAF_hurl_sad.wav,say the word hurl,6
OAF_Sad/OAF_tire_sad.wav,say the word tire,6
YAF_sad/YAF_dime_sad.wav,say the word dime,6
OAF_neutral/OAF_neat_neutral.wav,say the word neat,4
OAF_angry/OAF_pass_angry.wav,say the word pass,0
YAF_fear/YAF_deep_fear.wav,say the word deep,2
OAF_Fear/OAF_germ_fear.wav,say the word germ,2
OAF_neutral/OAF_gas_neutral.wav,say the word gas,4
OAF_angry/OAF_raid_angry.wav,say the word raid,0
YAF_sad/YAF_pearl_sad.wav,say the word pearl,6
OAF_Fear/OAF_whip_fear.wav,say the word whip,2
OAF_Pleasant_surprise/OAF_lose_ps.wav,say the word lose,5
OAF_Fear/OAF_keg_fear.wav,say the word keg,2
OAF_happy/OAF_turn_happy.wav,say the word turn,3
YAF_happy/YAF_cheek_happy.wav,say the word cheek,3
OAF_neutral/OAF_youth_neutral.wav,say the word youth,4
YAF_neutral/YAF_get_neutral.wav,say the word get,4
YAF_disgust/YAF_home_disgust.wav,say the word home,1
OAF_Pleasant_surprise/OAF_goal_ps.wav,say the word goal,5
YAF_happy/YAF_hire_happy.wav,say the word hire,3
YAF_pleasant_surprised/YAF_lose_ps.wav,say the word lose,5
OAF_angry/OAF_book_angry.wav,say the word book,0
OAF_angry/OAF_yearn_angry.wav,say the word yearn,0
YAF_angry/YAF_pole_angry.wav,say the word pole,0
OAF_happy/OAF_kick_happy.wav,say the word kick,3
OAF_Fear/OAF_have_fear.wav,say the word have,2
YAF_disgust/YAF_kill_disgust.wav,say the word kill,1
OAF_happy/OAF_thin_happy.wav,say the word thin,3
OAF_happy/OAF_hurl_happy.wav,say the word hurl,3
YAF_angry/YAF_hall_angry.wav,say the word hall,0
OAF_angry/OAF_date_angry.wav,say the word date,0
OAF_disgust/OAF_neat_disgust.wav,say the word neat,1
OAF_happy/OAF_perch_happy.wav,say the word perch,3
YAF_angry/YAF_pool_angry.wav,say the word pool,0
OAF_disgust/OAF_nag_disgust.wav,say the word nag,1
OAF_angry/OAF_goose_angry.wav,say the word goose,0
OAF_neutral/OAF_hire_neutral.wav,say the word hire,4
YAF_happy/YAF_bought_happy.wav,say the word bought,3
YAF_pleasant_surprised/YAF_dog_ps.wav,say the word dog,5
OAF_happy/OAF_should_happy.wav,say the word should,3
OAF_angry/OAF_youth_angry.wav,say the word youth,0
YAF_neutral/YAF_check_neutral.wav,say the word check,4
YAF_pleasant_surprised/YAF_pole_ps.wav,say the word pole,5
YAF_pleasant_surprised/YAF_road_ps.wav,say the word road,5
YAF_happy/YAF_road_happy.wav,say the word road,3
YAF_sad/YAF_sub_sad.wav,say the word sub,6
YAF_sad/YAF_moon_sad.wav,say the word moon,6
OAF_happy/OAF_deep_happy.wav,say the word deep,3
OAF_neutral/OAF_dip_neutral.wav,say the word dip,4
YAF_fear/YAF_lid_fear.wav,say the word lid,2
OAF_Pleasant_surprise/OAF_gun_ps.wav,say the word gun,5
OAF_Pleasant_surprise/OAF_yes_ps.wav,say the word yes,5
YAF_disgust/YAF_cause_disgust.wav,say the word cause,1
OAF_angry/OAF_said_angry.wav,say the word said,0
OAF_neutral/OAF_hurl_neutral.wav,say the word hurl,4
OAF_disgust/OAF_sell_disgust.wav,say the word sell,1
YAF_happy/YAF_life_happy.wav,say the word life,3
YAF_neutral/YAF_perch_neutral.wav,say the word perch,4
OAF_Fear/OAF_hit_fear.wav,say the word hit,2
YAF_pleasant_surprised/YAF_young_ps.wav,say the word young,5
OAF_neutral/OAF_food_neutral.wav,say the word food,4
OAF_happy/OAF_far_happy.wav,say the word far,3
YAF_neutral/YAF_live_neutral.wav,say the word live,4
OAF_neutral/OAF_limb_neutral.wav,say the word limb,4
YAF_pleasant_surprised/YAF_hall_ps.wav,say the word hall,5
YAF_fear/YAF_wheat_fear.wav,say the word wheat,2
OAF_angry/OAF_long_angry.wav,say the word long,0
OAF_neutral/OAF_chat_neutral.wav,say the word chat,4
OAF_Fear/OAF_date_fear.wav,say the word date,2
YAF_fear/YAF_mop_fear.wav,say the word mop,2
YAF_disgust/YAF_lean_disgust.wav,say the word lean,1
OAF_Fear/OAF_void_fear.wav,say the word void,2
YAF_angry/YAF_gap_angry.wav,say the word gap,0
OAF_Fear/OAF_hole_fear.wav,say the word hole,2
OAF_Fear/OAF_get_fear.wav,say the word get,2
OAF_Fear/OAF_mill_fear.wav,say the word mill,2
YAF_angry/YAF_white_angry.wav,say the word white,0
YAF_fear/YAF_tell_fear.wav,say the word tell,2
YAF_sad/YAF_bath_sad.wav,say the word bath,6
YAF_neutral/YAF_when_neutral.wav,say the word when,4
OAF_angry/OAF_shirt_angry.wav,say the word shirt,0
YAF_angry/YAF_knock_angry.wav,say the word knock,0
YAF_fear/YAF_talk_fear.wav,say the word talk,2
OAF_happy/OAF_tool_happy.wav,say the word tool,3
OAF_angry/OAF_hate_angry.wav,say the word hate,0
OAF_angry/OAF_lid_angry.wav,say the word lid,0
OAF_happy/OAF_tire_happy.wav,say the word tire,3
OAF_angry/OAF_tell_angry.wav,say the word tell,0
OAF_Fear/OAF_late_fear.wav,say the word late,2
OAF_angry/OAF_pool_angry.wav,say the word pool,0
YAF_pleasant_surprised/YAF_cool_ps.wav,say the word cool,5
OAF_Fear/OAF_rose_fear.wav,say the word rose,2
YAF_angry/YAF_lot_angry.wav,say the word lot,0
YAF_sad/YAF_thought_sad.wav,say the word thought,6
OAF_Sad/OAF_rough_sad.wav,say the word rough,6
YAF_neutral/YAF_death_neutral.wav,say the word death,4
OAF_disgust/OAF_base_disgust.wav,say the word base,1
YAF_pleasant_surprised/YAF_limb_ps.wav,say the word limb,5
YAF_fear/YAF_rat_fear.wav,say the word rat,2
OAF_happy/OAF_rose_happy.wav,say the word rose,3
YAF_neutral/YAF_thin_neutral.wav,say the word thin,4
OAF_neutral/OAF_thought_neutral.wav,say the word thought,4
OAF_neutral/OAF_love_neutral.wav,say the word love,4
YAF_happy/YAF_shawl_happy.wav,say the word shawl,3
OAF_happy/OAF_note_happy.wav,say the word note,3
YAF_pleasant_surprised/YAF_phone_ps.wav,say the word phone,5
OAF_Sad/OAF_wag_sad.wav,say the word wag,6
OAF_Pleasant_surprise/OAF_raid_ps.wav,say the word raid,5
OAF_Sad/OAF_mop_sad.wav,say the word mop,6
OAF_Fear/OAF_door_fear.wav,say the word door,2
YAF_fear/YAF_boat_fear.wav,say the word boat,2
YAF_happy/YAF_puff_happy.wav,say the word puff,3
OAF_disgust/OAF_puff_disgust.wav,say the word puff,1
YAF_neutral/YAF_ditch_neutral.wav,say the word ditch,4
YAF_happy/YAF_fall_happy.wav,say the word fall,3
YAF_neutral/YAF_juice_neutral.wav,say the word juice,4
YAF_fear/YAF_haze_fear.wav,say the word haze,2
YAF_angry/YAF_limb_angry.wav,say the word limb,0
OAF_Pleasant_surprise/OAF_bath_ps.wav,say the word bath,5
YAF_sad/YAF_should_sad.wav,say the word should,6
YAF_pleasant_surprised/YAF_bone_ps.wav,say the word bone,5
YAF_happy/YAF_calm_happy.wav,say the word calm,3
OAF_angry/OAF_live_angry.wav,say the word live,0
OAF_neutral/OAF_tire_neutral.wav,say the word tire,4
YAF_happy/YAF_goose_happy.wav,say the word goose,3
OAF_angry/OAF_sure_angry.wav,say the word sure,0
YAF_fear/YAF_dog_fear.wav,say the word dog,2
YAF_sad/YAF_date_sad.wav,say the word date,6
YAF_happy/YAF_chair_happy.wav,say the word chair,3
YAF_neutral/YAF_whip_neutral.wav,say the word whip,4
YAF_happy/YAF_yearn_happy.wav,say the word yearn,3
OAF_Pleasant_surprise/OAF_bar_ps.wav,say the word bar,5
OAF_angry/OAF_pick_angry.wav,say the word pick,0
OAF_angry/OAF_kite_angry.wav,say the word kite,0
YAF_happy/YAF_rot_happy.wav,say the word rot,3
YAF_happy/YAF_peg_happy.wav,say the word peg,3
YAF_fear/YAF_beg_fear.wav,say the word beg,2
OAF_Pleasant_surprise/OAF_phone_ps.wav,say the word phone,5
OAF_disgust/OAF_mill_disgust.wav,say the word mill,1
YAF_happy/YAF_lean_happy.wav,say the word lean,3
YAF_neutral/YAF_far_neutral.wav,say the word far,4
YAF_pleasant_surprised/YAF_death_ps.wav,say the word death,5
YAF_happy/YAF_learn_happy.wav,say the word learn,3
OAF_disgust/OAF_soup_disgust.wav,say the word soup,1
OAF_happy/OAF_pole_happy.wav,say the word pole,3
OAF_Sad/OAF_such_sad.wav,say the word such,6
OAF_neutral/OAF_near_neutral.wav,say the word near,4
YAF_happy/YAF_bar_happy.wav,say the word bar,3
YAF_fear/YAF_live_fear.wav,say the word live,2
YAF_happy/YAF_mood_happy.wav,say the word mood,3
YAF_happy/YAF_mob_happy.wav,say the word mob,3
YAF_sad/YAF_chat_sad.wav,say the word chat,6
OAF_disgust/OAF_mood_disgust.wav,say the word mood,1
OAF_Pleasant_surprise/OAF_white_ps.wav,say the word white,5
OAF_Pleasant_surprise/OAF_gin_ps.wav,say the word gin,5
YAF_fear/YAF_bath_fear.wav,say the word bath,2
OAF_Sad/OAF_fall_sad.wav,say the word fall,6
OAF_Pleasant_surprise/OAF_match_ps.wav,say the word match,5
YAF_sad/YAF_jug_sad.wav,say the word jug,6
YAF_happy/YAF_kick_happy.wav,say the word kick,3
OAF_Sad/OAF_which_sad.wav,say the word which,6
OAF_neutral/OAF_lot_neutral.wav,say the word lot,4
OAF_disgust/OAF_get_disgust.wav,say the word get,1
OAF_happy/OAF_kill_happy.wav,say the word kill,3
YAF_disgust/YAF_fit_disgust.wav,say the word fit,1
YAF_fear/YAF_phone_fear.wav,say the word phone,2
OAF_Sad/OAF_cool_sad.wav,say the word cool,6
OAF_angry/OAF_base_angry.wav,say the word base,0
OAF_Pleasant_surprise/OAF_talk_ps.wav,say the word talk,5
OAF_angry/OAF_rat_angry.wav,say the word rat,0
YAF_angry/YAF_pick_angry.wav,say the word pick,0
OAF_Pleasant_surprise/OAF_nag_ps.wav,say the word nag,5
YAF_happy/YAF_kite_happy.wav,say the word kite,3
YAF_angry/YAF_hash_angry.wav,say the word hash,0
OAF_neutral/OAF_gin_neutral.wav,say the word gin,4
YAF_neutral/YAF_ripe_neutral.wav,say the word ripe,4
YAF_sad/YAF_thin_sad.wav,say the word thin,6
OAF_angry/OAF_team_angry.wav,say the word team,0
OAF_angry/OAF_bean_angry.wav,say the word bean,0
OAF_disgust/OAF_wag_disgust.wav,say the word wag,1
YAF_fear/YAF_tire_fear.wav,say the word tire,2
OAF_happy/OAF_food_happy.wav,say the word food,3
OAF_neutral/OAF_mess_neutral.wav,say the word mess,4
OAF_disgust/OAF_dip_disgust.wav,say the word dip,1
OAF_neutral/OAF_half_neutral.wav,say the word half,4
OAF_Sad/OAF_jar_sad.wav,say the word jar,6
OAF_Fear/OAF_chief_fear.wav,say the word chief,2
OAF_Pleasant_surprise/OAF_home_ps.wav,say the word home,5
YAF_disgust/YAF_hush_disgust.wav,say the word hush,1
OAF_angry/OAF_jar_angry.wav,say the word jar,0
YAF_sad/YAF_beg_sad.wav,say the word beg,6
YAF_sad/YAF_room_sad.wav,say the word room,6
OAF_angry/OAF_knock_angry.wav,say the word knock,0
YAF_angry/YAF_soap_angry.wav,say the word soap,0
YAF_fear/YAF_keep_fear.wav,say the word keep,2
OAF_Sad/OAF_shawl_sad.wav,say the word shawl,6
OAF_Pleasant_surprise/OAF_choice_ps.wav,say the word choice,5
YAF_angry/YAF_such_angry.wav,say the word such,0
YAF_angry/YAF_lid_angry.wav,say the word lid,0
YAF_happy/YAF_dip_happy.wav,say the word dip,3
YAF_neutral/YAF_good_neutral.wav,say the word good,4
YAF_neutral/YAF_rag_neutral.wav,say the word rag,4
OAF_Fear/OAF_pass_fear.wav,say the word pass,2
OAF_angry/OAF_late_angry.wav,say the word late,0
OAF_Fear/OAF_juice_fear.wav,say the word juice,2
YAF_happy/YAF_bean_happy.wav,say the word bean,3
OAF_neutral/OAF_gap_neutral.wav,say the word gap,4
OAF_Pleasant_surprise/OAF_chair_ps.wav,say the word chair,5
YAF_angry/YAF_rot_angry.wav,say the word rot,0
OAF_neutral/OAF_join_neutral.wav,say the word join,4
OAF_disgust/OAF_rot_disgust.wav,say the word rot,1
OAF_Fear/OAF_should_fear.wav,say the word should,2
OAF_Sad/OAF_mill_sad.wav,say the word mill,6
OAF_happy/OAF_tip_happy.wav,say the word tip,3
YAF_sad/YAF_lean_sad.wav,say the word lean,6
YAF_pleasant_surprised/YAF_mill_ps.wav,say the word mill,5
YAF_neutral/YAF_five_neutral.wav,say the word five,4
OAF_Sad/OAF_book_sad.wav,say the word book,6
YAF_neutral/YAF_fail_neutral.wav,say the word fail,4
YAF_sad/YAF_time_sad.wav,say the word time,6
OAF_disgust/OAF_came_disgust.wav,say the word came,1
YAF_angry/YAF_tip_angry.wav,say the word tip,0
YAF_sad/YAF_tire_sad.wav,say the word tire,6
YAF_neutral/YAF_join_neutral.wav,say the word join,4
OAF_Pleasant_surprise/OAF_mill_ps.wav,say the word mill,5
OAF_disgust/OAF_chalk_disgust.wav,say the word chalk,1
YAF_happy/YAF_make_happy.wav,say the word make,3
OAF_Fear/OAF_shawl_fear.wav,say the word shawl,2
YAF_disgust/YAF_half_disgust.wav,say the word half,1
OAF_Sad/OAF_third_sad.wav,say the word third,6
OAF_neutral/OAF_south_neutral.wav,say the word south,4
YAF_neutral/YAF_moon_neutral.wav,say the word moon,4
YAF_disgust/YAF_goal_disgust.wav,say the word goal,1
OAF_Fear/OAF_nice_fear.wav,say the word nice,2
OAF_disgust/OAF_dime_disgust.wav,say the word dime,1
OAF_disgust/OAF_thin_disgust.wav,say the word thin,1
YAF_angry/YAF_vote_angry.wav,say the word vote,0
YAF_happy/YAF_white_happy.wav,say the word white,3
YAF_pleasant_surprised/YAF_rag_ps.wav,say the word rag,5
YAF_sad/YAF_hash_sad.wav,say the word hash,6
YAF_angry/YAF_merge_angry.wav,say the word merge,0
YAF_angry/YAF_dab_angry.wav,say the word dab,0
YAF_neutral/YAF_gap_neutral.wav,say the word gap,4
YAF_pleasant_surprised/YAF_wag_ps.wav,say the word wag,5
OAF_Sad/OAF_sure_sad.wav,say the word sure,6
YAF_fear/YAF_raise_fear.wav,say the word raise,2
YAF_neutral/YAF_gun_neutral.wav,say the word gun,4
YAF_pleasant_surprised/YAF_base_ps.wav,say the word base,5
YAF_angry/YAF_moon_angry.wav,say the word moon,0
YAF_disgust/YAF_death_disgust.wav,say the word death,1
OAF_Sad/OAF_gun_sad.wav,say the word gun,6
YAF_angry/YAF_search_angry.wav,say the word search,0
YAF_pleasant_surprised/YAF_turn_ps.wav,say the word turn,5
YAF_fear/YAF_cab_fear.wav,say the word cab,2
YAF_neutral/YAF_youth_neutral.wav,say the word youth,4
YAF_disgust/YAF_bean_disgust.wav,say the word bean,1
OAF_Fear/OAF_far_fear.wav,say the word far,2
YAF_happy/YAF_young_happy.wav,say the word young,3
YAF_neutral/YAF_bone_neutral.wav,say the word bone,4
OAF_angry/OAF_tape_angry.wav,say the word tape,0
YAF_happy/YAF_juice_happy.wav,say the word juice,3
OAF_Pleasant_surprise/OAF_mess_ps.wav,say the word mess,5
OAF_disgust/OAF_gap_disgust.wav,say the word gap,1
YAF_fear/YAF_name_fear.wav,say the word name,2
OAF_Sad/OAF_yes_sad.wav,say the word yes,6
OAF_disgust/OAF_white_disgust.wav,say the word white,1
YAF_sad/YAF_take_sad.wav,say the word take,6
OAF_disgust/OAF_dodge_disgust.wav,say the word dodge,1
YAF_disgust/YAF_jail_disgust.wav,say the word jail,1
OAF_neutral/OA_bite_neutral.wav,say the word bite,4
OAF_neutral/OAF_when_neutral.wav,say the word when,4
YAF_disgust/YAF_take_disgust.wav,say the word take,1
OAF_Fear/OAF_dip_fear.wav,say the word dip,2
YAF_disgust/YAF_talk_disgust.wav,say the word talk,1
OAF_Sad/OAF_germ_sad.wav,say the word germ,6
OAF_happy/OAF_king_happy.wav,say the word king,3
OAF_happy/OAF_which_happy.wav,say the word which,3
OAF_Fear/OAF_gas_fear.wav,say the word gas,2
YAF_pleasant_surprised/YAF_walk_ps.wav,say the word walk,5
YAF_sad/YAF_home_sad.wav,say the word home,6
OAF_happy/OAF_judge_happy.wav,say the word judge,3
OAF_neutral/OAF_third_neutral.wav,say the word third,4
YAF_happy/YAF_week_happy.wav,say the word week,3
OAF_Sad/OAF_tell_sad.wav,say the word tell,6
OAF_angry/OAF_search_angry.wav,say the word search,0
OAF_Sad/OAF_dead_sad.wav,say the word dead,6
YAF_angry/YAF_hit_angry.wav,say the word hit,0
OAF_disgust/OAF_wire_disgust.wav,say the word wire,1
YAF_neutral/YAF_near_neutral.wav,say the word near,4
YAF_neutral/YAF_fall_neutral.wav,say the word fall,4
OAF_Fear/OAF_wag_fear.wav,say the word wag,2
YAF_fear/YAF_red_fear.wav,say the word red,2
YAF_fear/YAF_luck_fear.wav,say the word luck,2
OAF_disgust/OAF_lore_disgust.wav,say the word lore,1
OAF_happy/OAF_gaze_happy.wav,say the word gaze,3
YAF_pleasant_surprised/YAF_deep_ps.wav,say the word deep,5
YAF_angry/YAF_room_angry.wav,say the word room,0
OAF_neutral/OAF_raid_neutral.wav,say the word raid,4
OAF_neutral/OAF_sail_neutral.wav,say the word sail,4
OAF_happy/OAF_room_happy.wav,say the word room,3
OAF_Fear/OAF_walk_fear.wav,say the word walk,2
YAF_fear/YAF_young_fear.wav,say the word young,2
YAF_neutral/YAF_note_neutral.wav,say the word note,4
YAF_neutral/YAF_take_neutral.wav,say the word take,4
YAF_fear/YAF_back_fear.wav,say the word back,2
OAF_Sad/OAF_goal_sad.wav,say the word goal,6
YAF_pleasant_surprised/YAF_goose_ps.wav,say the word goose,5
YAF_happy/YAF_dog_happy.wav,say the word dog,3
OAF_disgust/OAF_dab_disgust.wav,say the word dab,1
OAF_Pleasant_surprise/OAF_sub_ps.wav,say the word sub,5
OAF_Sad/OAF_when_sad.wav,say the word when,6
OAF_disgust/OAF_bite_disgust.wav,say the word bite,1
YAF_pleasant_surprised/YAF_third_ps.wav,say the word third,5
YAF_disgust/YAF_chat_disgust.wav,say the word chat,1
YAF_pleasant_surprised/YAF_gun_ps.wav,say the word gun,5
YAF_neutral/YAF_pick_neutral.wav,say the word pick,4
OAF_angry/OAF_white_angry.wav,say the word white,0
YAF_sad/YAF_youth_sad.wav,say the word youth,6
YAF_neutral/YAF_kill_neutral.wav,say the word kill,4
YAF_sad/YAF_chain_sad.wav,say the word chain,6
OAF_angry/OAF_dog_angry.wav,say the word dog,0
OAF_happy/OAF_ton_happy.wav,say the word ton,3
YAF_angry/YAF_young_angry.wav,say the word young,0
OAF_neutral/OAF_room_neutral.wav,say the word room,4
YAF_neutral/YAF_talk_neutral.wav,say the word talk,4
YAF_happy/YAF_wash_happy.wav,say the word wash,3
YAF_neutral/YAF_shout_neutral.wav,say the word shout,4
OAF_neutral/OAF_lid_neutral.wav,say the word lid,4
